chrom	start	end	stain	ISV_loss	ISV_gain
chr3	154000000	155000000	gpos50	0.33517915	0.021100363
chr3	156000000	157000000	gneg	0.8197767	0.18217212
chr3	158000000	159000000	gpos50	0.9934094	0.48883182
chr3	160000000	161000000	gneg	0.98942715	0.65467787
chr3	161000000	162000000	gpos100	0.8753841	0.020792322
chr3	162000000	163000000	gpos100	0.120882094	0.02809799
chr3	163000000	164000000	gpos100	0.020165928	0.007743518
chr3	164000000	165000000	gpos100	0.59330916	0.08504038
chr3	165000000	166000000	gpos100	0.9377643	0.22643128
chr3	166000000	167000000	gpos100	0.03713899	0.0036364307
chr3	168000000	169000000	gneg	0.87504715	0.9493337
chr3	169000000	170000000	gneg	0.9891487	0.8349489
chr3	170000000	171000000	gneg	0.9970331	0.9319357
chr3	172000000	173000000	gpos75	0.62289745	0.09559091
chr3	173000000	174000000	gpos75	0.69049853	0.86533993
chr3	174000000	175000000	gpos75	0.88193965	0.68104523
chr3	175000000	176000000	gpos75	0.86912334	0.048210774
chr3	176000000	177000000	gneg	0.2598957	0.006368083
chr3	177000000	178000000	gneg	0.9969957	0.56118655
chr3	178000000	179000000	gneg	0.879662	0.19970845
chr3	180000000	181000000	gpos75	0.9887694	0.088070504
chr3	181000000	182000000	gpos75	0.995282	0.06998748
chr3	182000000	183000000	gpos75	0.8823291	0.3289716
chr3	183000000	184000000	gneg	0.99689853	0.37463748
chr3	185000000	186000000	gpos25	0.97789484	0.90147346
chr3	187000000	188000000	gneg	0.9911108	0.55535644
chr3	189000000	190000000	gpos75	0.99200726	0.5822982
chr3	190000000	191000000	gpos75	0.99404824	0.6771511
chr3	191000000	192000000	gpos75	0.545976	0.08401953
chr3	193000000	194000000	gneg	0.96823084	0.34577635
chr3	194000000	195000000	gneg	0.9703254	0.13670132
chr3	195000000	196000000	gneg	0.8032508	0.058494825
chr3	196000000	197000000	gneg	0.9974821	0.99109226
chr3	197000000	198000000	gneg	0.999171	0.9950487
chr4	0	1000000	gneg	0.9446802	0.065800205
chr4	1000000	2000000	gneg	0.9973943	0.9755788
chr4	2000000	3000000	gneg	0.99246866	0.7094284
chr4	3000000	4000000	gneg	0.99947053	0.9483327
chr4	5000000	6000000	gpos25	0.95712763	0.15748729
chr4	6000000	7000000	gneg	0.96935576	0.6709321
chr4	7000000	8000000	gneg	0.98597395	0.8690362
chr4	8000000	9000000	gneg	0.99883956	0.98412377
chr4	9000000	10000000	gneg	0.28261843	0.10458699
chr4	10000000	11000000	gneg	0.506952	0.0089802835
chr4	12000000	13000000	gpos50	0.08108931	0.004711855
chr4	13000000	14000000	gpos50	0.9794881	0.095364444
chr4	14000000	15000000	gpos50	0.7990957	0.09129537
chr4	15000000	16000000	gneg	0.9945024	0.80203414
chr4	16000000	17000000	gneg	0.9915314	0.5913201
chr4	18000000	19000000	gpos75	0.21848768	0.079193614
chr4	19000000	20000000	gpos75	0.20579438	0.020346496
chr4	20000000	21000000	gpos75	0.9574641	0.19871794
chr4	22000000	23000000	gneg	0.37353894	0.23462243
chr4	23000000	24000000	gneg	0.900921	0.15976235
chr4	24000000	25000000	gneg	0.95501304	0.9534056
chr4	25000000	26000000	gneg	0.9509727	0.6840626
chr4	26000000	27000000	gneg	0.94044197	0.2177406
chr4	28000000	29000000	gpos100	0.09240379	0.005133726
chr4	29000000	30000000	gpos100	0.011109852	0.0015162021
chr4	30000000	31000000	gpos100	0.5390048	0.0027286834
chr4	31000000	32000000	gpos100	0.31001198	0.006409844
chr4	32000000	33000000	gpos100	0.1000175	0.001810318
chr4	33000000	34000000	gpos100	0.03799583	0.009422042
chr4	34000000	35000000	gpos100	0.083874285	0.0018762944
chr4	36000000	37000000	gneg	0.623925	0.016555335
chr4	37000000	38000000	gneg	0.7978243	0.040761583
chr4	38000000	39000000	gneg	0.9896923	0.49608764
chr4	39000000	40000000	gneg	0.99657226	0.64531857
chr4	40000000	41000000	gneg	0.69883853	0.8041521
chr4	42000000	43000000	gpos50	0.98028666	0.49090108
chr4	43000000	44000000	gpos50	0.4784036	0.0068434733
chr4	45000000	46000000	gneg	0.07067584	0.003144831
chr4	46000000	47000000	gneg	0.72314763	0.17475432
chr4	47000000	48000000	gneg	0.9978516	0.8557394
chr4	49000000	50000000	acen	0.011686024	0.00095069554
chr4	50000000	51000000	acen	0.0012674056	0.0020181802
chr4	52000000	53000000	gneg	0.9950157	0.8939585
chr4	53000000	54000000	gneg	0.96434504	0.8328196
chr4	54000000	55000000	gneg	0.9952943	0.82135737
chr4	55000000	56000000	gneg	0.991593	0.86379296
chr4	56000000	57000000	gneg	0.99614114	0.1358509
chr4	57000000	58000000	gneg	0.8535363	0.03285892
chr4	59000000	60000000	gpos100	0.007940533	0.02988182
chr4	60000000	61000000	gpos100	0.028674867	0.00447584
chr4	61000000	62000000	gpos100	0.4394179	0.03287717
chr4	62000000	63000000	gpos100	0.012450616	0.004914051
chr4	63000000	64000000	gpos100	0.004617999	0.0004450321
chr4	64000000	65000000	gpos100	0.50869435	0.009564669
chr4	66000000	67000000	gneg	0.12118916	0.018694762
chr4	67000000	68000000	gneg	0.8931742	0.0076220827
chr4	68000000	69000000	gneg	0.027676135	0.0016058511
chr4	70000000	71000000	gpos75	0.83276445	0.86335635
chr4	71000000	72000000	gpos75	0.71644753	0.23323634
chr4	72000000	73000000	gpos75	0.94324565	0.12047874
chr4	73000000	74000000	gpos75	0.9432624	0.3123586
chr4	74000000	75000000	gpos75	0.9516023	0.14250475
chr4	76000000	77000000	gneg	0.9972295	0.9778852
chr4	77000000	78000000	gneg	0.78008586	0.023544425
chr4	78000000	79000000	gpos50	0.87443894	0.118493125
chr4	79000000	80000000	gpos50	0.93091965	0.11786091
chr4	80000000	81000000	gpos50	0.9707334	0.10631767
chr4	82000000	83000000	gneg	0.8521981	0.12971054
chr4	84000000	85000000	gpos25	0.9634969	0.47929573
chr4	85000000	86000000	gpos25	0.947198	0.09457072
chr4	86000000	87000000	gneg	0.5128095	0.009630554
chr4	88000000	89000000	gpos75	0.9988618	0.8453341
chr4	89000000	90000000	gpos75	0.99373144	0.41343948
chr4	90000000	91000000	gpos75	0.7939026	0.061735705
chr4	91000000	92000000	gpos75	0.321539	0.0012454552
chr4	93000000	94000000	gneg	0.17502224	0.19303146
chr4	95000000	96000000	gpos75	0.76859665	0.08837229
chr4	96000000	97000000	gpos75	0.037111055	0.0020824515
chr4	98000000	99000000	gneg	0.8685937	0.028758418
chr4	99000000	100000000	gneg	0.99192095	0.6293376
chr4	101000000	102000000	gpos50	0.94002634	0.23395249
chr4	102000000	103000000	gpos50	0.9883613	0.7091097
chr4	103000000	104000000	gpos50	0.9036051	0.2989315
chr4	104000000	105000000	gpos50	0.9707402	0.8931584
chr4	105000000	106000000	gpos50	0.987818	0.35091618
chr4	107000000	108000000	gneg	0.96014947	0.36505285
chr4	108000000	109000000	gneg	0.9869118	0.6437247
chr4	109000000	110000000	gneg	0.9966145	0.26757523
chr4	110000000	111000000	gneg	0.99329364	0.11495938
chr4	111000000	112000000	gneg	0.86007756	0.14340422
chr4	112000000	113000000	gneg	0.98451984	0.20605484
chr4	114000000	115000000	gpos75	0.9569432	0.01907522
chr4	115000000	116000000	gpos75	0.058986824	0.03399671
chr4	116000000	117000000	gpos75	0.038873002	0.00048241476
chr4	117000000	118000000	gpos75	0.089479245	0.19487566
chr4	118000000	119000000	gpos75	0.9845904	0.7926364
chr4	120000000	121000000	gneg	0.9453391	0.69978297
chr4	121000000	122000000	gneg	0.9845865	0.47894004
chr4	123000000	124000000	gpos50	0.9803879	0.09989385
chr4	124000000	125000000	gpos50	0.6930065	0.024221722
chr4	125000000	126000000	gpos50	0.9664665	0.36715934
chr4	126000000	127000000	gpos50	0.32073307	0.021129398
chr4	128000000	129000000	gneg	0.8923922	0.010029523
chr4	129000000	130000000	gneg	0.41599685	0.0021018072
chr4	131000000	132000000	gpos100	0.010288515	0.0022251161
chr4	132000000	133000000	gpos100	0.18524484	0.052184317
chr4	133000000	134000000	gpos100	0.79631484	0.002708915
chr4	134000000	135000000	gpos100	0.37128806	0.008435299
chr4	135000000	136000000	gpos100	0.0053801467	0.01766705
chr4	136000000	137000000	gpos100	0.45430532	0.0062492318
chr4	137000000	138000000	gpos100	0.91078293	0.28515646
chr4	139000000	140000000	gneg	0.9981852	0.9568722
chr4	141000000	142000000	gpos25	0.9290576	0.114597164
chr4	142000000	143000000	gpos25	0.9712821	0.14001493
chr4	143000000	144000000	gpos25	0.2505667	0.0030823746
chr4	144000000	145000000	gpos25	0.91762394	0.18452114
chr4	146000000	147000000	gneg	0.9539022	0.14036553
chr4	148000000	149000000	gpos25	0.98900175	0.07430001
chr4	149000000	150000000	gpos25	0.907733	0.07565172
chr4	151000000	152000000	gneg	0.9003116	0.83421063
chr4	152000000	153000000	gneg	0.95401967	0.5746879
chr4	153000000	154000000	gneg	0.96164423	0.5271309
chr4	155000000	156000000	gpos100	0.20192039	0.011230224
chr4	156000000	157000000	gpos100	0.9687136	0.20473404
chr4	157000000	158000000	gpos100	0.92503923	0.2510169
chr4	158000000	159000000	gpos100	0.99105936	0.6415728
chr4	159000000	160000000	gpos100	0.9707446	0.33341122
chr4	161000000	162000000	gneg	0.06566885	0.0036163586
chr4	162000000	163000000	gneg	0.10883331	0.06986937
chr4	164000000	165000000	gpos100	0.29963866	0.0144924335
chr4	165000000	166000000	gpos100	0.9791434	0.17065689
chr4	166000000	167000000	gpos100	0.47677454	0.08655032
chr4	167000000	168000000	gpos100	0.17473482	0.0034382
chr4	168000000	169000000	gpos100	0.93714666	0.24778663
chr4	170000000	171000000	gneg	0.08429278	0.014528197
chr4	171000000	172000000	gpos75	0.29211038	0.0028764068
chr4	172000000	173000000	gpos75	0.7186828	0.06874831
chr4	173000000	174000000	gpos75	0.75146455	0.52511734
chr4	174000000	175000000	gpos75	0.98178744	0.10739411
chr4	177000000	178000000	gpos100	0.9775319	0.23167261
chr4	178000000	179000000	gpos100	0.07753354	0.0039307293
chr4	179000000	180000000	gpos100	0.0875815	0.001709368
chr4	180000000	181000000	gpos100	0.20089537	0.003864237
chr4	181000000	182000000	gpos100	0.4375327	0.021588126
chr4	183000000	184000000	gneg	0.96704	0.7277191
chr4	184000000	185000000	gneg	0.46910232	0.061991233
chr4	185000000	186000000	gneg	0.9928396	0.3284318
chr4	187000000	188000000	gpos25	0.67638415	0.33867377
chr4	188000000	189000000	gpos25	0.5598601	0.018023087
chr4	189000000	190000000	gpos25	0.15879613	0.0073310635
chr5	0	1000000	gneg	0.9982206	0.9855495
chr5	1000000	2000000	gneg	0.9860167	0.9933401
chr5	2000000	3000000	gneg	0.8865584	0.07779102
chr5	3000000	4000000	gneg	0.9470144	0.7280748
chr5	5000000	6000000	gpos25	0.92976296	0.035980396
chr5	7000000	8000000	gneg	0.92622066	0.076300345
chr5	8000000	9000000	gneg	0.08820811	0.0137569085
chr5	10000000	11000000	gpos50	0.99748224	0.9080949
chr5	11000000	12000000	gpos50	0.8900212	0.124888904
chr5	12000000	13000000	gpos50	0.09497128	0.0023376758
chr5	13000000	14000000	gpos50	0.93206495	0.304618
chr5	14000000	15000000	gpos50	0.9990644	0.92543936
chr5	15000000	16000000	gneg	0.77811855	0.72496235
chr5	16000000	17000000	gneg	0.9784696	0.035018314
chr5	17000000	18000000	gneg	0.077564724	0.04036236
chr5	19000000	20000000	gpos100	0.3838833	0.0019762001
chr5	20000000	21000000	gpos100	0.5333974	0.002506126
chr5	21000000	22000000	gpos100	0.42048448	0.16129707
chr5	22000000	23000000	gpos100	0.3489304	0.0028926793
chr5	25000000	26000000	gpos100	0.43694764	0.02673946
chr5	26000000	27000000	gpos100	0.03579464	0.00064125564
chr5	27000000	28000000	gpos100	0.55584997	0.08268239
chr5	29000000	30000000	gneg	0.016477894	0.001383908
chr5	30000000	31000000	gneg	0.17050171	0.0062641297
chr5	31000000	32000000	gneg	0.73799545	0.76104224
chr5	32000000	33000000	gneg	0.9177422	0.6402495
chr5	34000000	35000000	gpos25	0.9764871	0.74050456
chr5	35000000	36000000	gpos25	0.98969835	0.80481195
chr5	36000000	37000000	gpos25	0.9984994	0.12974232
chr5	37000000	38000000	gpos25	0.99515873	0.5174088
chr5	39000000	40000000	gneg	0.97905535	0.30569807
chr5	40000000	41000000	gneg	0.99710006	0.93857205
chr5	41000000	42000000	gneg	0.8564301	0.33044016
chr5	43000000	44000000	gpos50	0.7428742	0.066442706
chr5	44000000	45000000	gpos50	0.9963785	0.07282689
chr5	45000000	46000000	gpos50	0.44336575	0.034913342
chr5	47000000	48000000	acen	0.0012674056	0.0020181802
chr5	49000000	50000000	acen	0.0005706482	0.0016372841
chr5	50000000	51000000	acen	0.034625214	0.00415464
chr5	52000000	53000000	gneg	0.5134621	0.14539306
chr5	53000000	54000000	gneg	0.99739754	0.6959879
chr5	54000000	55000000	gneg	0.98049945	0.7264115
chr5	55000000	56000000	gneg	0.96460897	0.39350086
chr5	56000000	57000000	gneg	0.97349226	0.5747263
chr5	57000000	58000000	gneg	0.88193613	0.1060046
chr5	58000000	59000000	gneg	0.97011423	0.12937991
chr5	60000000	61000000	gpos75	0.97015184	0.047794987
chr5	61000000	62000000	gpos75	0.9889727	0.29114696
chr5	62000000	63000000	gpos75	0.9826597	0.09845675
chr5	64000000	65000000	gpos75	0.9147492	0.44117713
chr5	65000000	66000000	gpos75	0.95639634	0.27698037
chr5	66000000	67000000	gpos75	0.97608376	0.40445238
chr5	68000000	69000000	gneg	0.98306733	0.9633168
chr5	70000000	71000000	gpos50	0.039656896	0.010503344
chr5	71000000	72000000	gpos50	0.38190368	0.019597363
chr5	72000000	73000000	gpos50	0.9352131	0.9070874
chr5	73000000	74000000	gpos50	0.9700159	0.950166
chr5	74000000	75000000	gneg	0.9962239	0.9726105
chr5	75000000	76000000	gneg	0.5975535	0.042970303
chr5	76000000	77000000	gneg	0.92996913	0.02561237
chr5	78000000	79000000	gpos50	0.9900457	0.55404997
chr5	79000000	80000000	gpos50	0.9473198	0.3629818
chr5	80000000	81000000	gpos50	0.8647397	0.11490747
chr5	81000000	82000000	gpos50	0.96598977	0.019804334
chr5	84000000	85000000	gpos100	0.5361801	0.004670557
chr5	85000000	86000000	gpos100	0.024148842	0.0005172559
chr5	86000000	87000000	gpos100	0.44424626	0.0019286108
chr5	87000000	88000000	gpos100	0.99498945	0.88933593
chr5	88000000	89000000	gpos100	0.98381144	0.035573427
chr5	89000000	90000000	gpos100	0.33632925	0.05318003
chr5	90000000	91000000	gpos100	0.87843215	0.026650615
chr5	91000000	92000000	gpos100	0.9792564	0.21619268
chr5	92000000	93000000	gpos100	0.8323629	0.7011382
chr5	93000000	94000000	gneg	0.98158413	0.5737215
chr5	94000000	95000000	gneg	0.8324962	0.14508343
chr5	95000000	96000000	gneg	0.9601875	0.270739
chr5	96000000	97000000	gneg	0.99802977	0.81829494
chr5	97000000	98000000	gneg	0.6994947	0.0037652275
chr5	99000000	100000000	gpos100	0.02200548	0.0018989897
chr5	100000000	101000000	gpos100	0.007237254	0.0011049407
chr5	101000000	102000000	gpos100	0.05718199	0.010587169
chr5	102000000	103000000	gpos100	0.9934703	0.007216228
chr5	104000000	105000000	gneg	0.21873072	0.75412416
chr5	106000000	107000000	gpos100	0.29554853	0.013654844
chr5	107000000	108000000	gpos100	0.9075824	0.7694205
chr5	108000000	109000000	gpos100	0.8979166	0.068035975
chr5	109000000	110000000	gpos100	0.9238554	0.20452641
chr5	111000000	112000000	gneg	0.89313596	0.1281721
chr5	114000000	115000000	gneg	0.4301866	0.011735942
chr5	116000000	117000000	gpos100	0.88359743	0.13251545
chr5	117000000	118000000	gpos100	0.058652185	0.0021037613
chr5	118000000	119000000	gpos100	0.8127512	0.48354933
chr5	119000000	120000000	gpos100	0.37532184	0.07941644
chr5	120000000	121000000	gpos100	0.6755463	0.23194182
chr5	121000000	122000000	gpos100	0.025596242	0.016449649
chr5	123000000	124000000	gneg	0.9696895	0.19106533
chr5	124000000	125000000	gneg	0.9558724	0.8082431
chr5	125000000	126000000	gneg	0.5546559	0.15763076
chr5	126000000	127000000	gneg	0.9903679	0.6982553
chr5	128000000	129000000	gpos100	0.91390723	0.36867893
chr5	129000000	130000000	gpos100	0.90319115	0.8248605
chr5	130000000	131000000	gpos100	0.3581273	0.011396141
chr5	132000000	133000000	gneg	0.9969894	0.9973851
chr5	133000000	134000000	gneg	0.9592576	0.95339763
chr5	134000000	135000000	gneg	0.931616	0.8693829
chr5	135000000	136000000	gneg	0.9887318	0.974499
chr5	137000000	138000000	gpos25	0.99345773	0.6206624
chr5	138000000	139000000	gpos25	0.9927142	0.9850381
chr5	139000000	140000000	gpos25	0.99841106	0.9785
chr5	141000000	142000000	gneg	0.956646	0.955976
chr5	142000000	143000000	gneg	0.9746621	0.87548286
chr5	143000000	144000000	gneg	0.99140644	0.8638453
chr5	144000000	145000000	gneg	0.7354524	0.5721792
chr5	146000000	147000000	gpos75	0.99073	0.46324873
chr5	147000000	148000000	gpos75	0.9819208	0.6054356
chr5	148000000	149000000	gpos75	0.9858971	0.6594214
chr5	149000000	150000000	gpos75	0.99906796	0.9946508
chr5	151000000	152000000	gneg	0.9973189	0.979045
chr5	152000000	153000000	gneg	0.4355443	0.0042851367
chr5	154000000	155000000	gpos50	0.9735483	0.78983486
chr5	155000000	156000000	gpos50	0.87763727	0.05469049
chr5	157000000	158000000	gneg	0.9988489	0.72448003
chr5	158000000	159000000	gneg	0.9297396	0.551214
chr5	159000000	160000000	gneg	0.9985374	0.92252517
chr5	161000000	162000000	gpos100	0.6134765	0.055651605
chr5	162000000	163000000	gpos100	0.42514375	0.07793834
chr5	163000000	164000000	gpos100	0.9362597	0.02275992
chr5	164000000	165000000	gpos100	0.058091726	0.0015209682
chr5	165000000	166000000	gpos100	0.18377668	0.004969924
chr5	166000000	167000000	gpos100	0.042681586	0.0019839336
chr5	167000000	168000000	gpos100	0.85044396	0.7398146
chr5	168000000	169000000	gpos100	0.98776615	0.98154014
chr5	169000000	170000000	gneg	0.9853359	0.9458698
chr5	170000000	171000000	gneg	0.9986039	0.980413
chr5	171000000	172000000	gneg	0.99173903	0.87770027
chr5	172000000	173000000	gneg	0.9967687	0.97335786
chr5	174000000	175000000	gpos25	0.9745681	0.029802294
chr5	175000000	176000000	gpos25	0.9393284	0.17794728
chr5	176000000	177000000	gpos25	0.9927441	0.99177843
chr5	178000000	179000000	gneg	0.9783585	0.91281617
chr5	179000000	180000000	gneg	0.99612314	0.9721628
chr5	180000000	181000000	gneg	0.9807252	0.6883625
chr6	0	1000000	gneg	0.5499445	0.41532072
chr6	1000000	2000000	gneg	0.99658585	0.96631616
chr6	3000000	4000000	gpos25	0.98935086	0.96092457
chr6	5000000	6000000	gneg	0.9742783	0.74067646
chr6	6000000	7000000	gneg	0.9823721	0.58515257
chr6	8000000	9000000	gpos50	0.955745	0.3735813
chr6	9000000	10000000	gpos50	0.080274306	0.020787973
chr6	12000000	13000000	gpos25	0.9935969	0.8559404
chr6	14000000	15000000	gneg	0.97015196	0.5540089
chr6	16000000	17000000	gpos75	0.9885749	0.632787
chr6	17000000	18000000	gpos75	0.94825	0.08880044
chr6	18000000	19000000	gpos75	0.98559594	0.24156868
chr6	19000000	20000000	gpos75	0.881154	0.24805292
chr6	20000000	21000000	gpos75	0.87095577	0.24538904
chr6	21000000	22000000	gpos75	0.95781744	0.24585985
chr6	22000000	23000000	gpos75	0.908339	0.7530053
chr6	23000000	24000000	gpos75	0.3008595	0.015589419
chr6	24000000	25000000	gpos75	0.99725527	0.97986287
chr6	26000000	27000000	gneg	0.9319085	0.8048433
chr6	28000000	29000000	gpos50	0.083413385	0.018505234
chr6	29000000	30000000	gpos50	0.19204278	0.11707075
chr6	31000000	32000000	gneg	0.9766781	0.9456593
chr6	34000000	35000000	gneg	0.9927884	0.9745977
chr6	35000000	36000000	gneg	0.99478793	0.99061066
chr6	37000000	38000000	gpos25	0.99401253	0.96290547
chr6	38000000	39000000	gpos25	0.63285995	0.11045513
chr6	39000000	40000000	gpos25	0.9458752	0.56254333
chr6	41000000	42000000	gneg	0.9970234	0.9841559
chr6	42000000	43000000	gneg	0.99806386	0.9771985
chr6	43000000	44000000	gneg	0.9957274	0.996514
chr6	44000000	45000000	gneg	0.99213916	0.9648767
chr6	45000000	46000000	gneg	0.97032017	0.41415024
chr6	47000000	48000000	gpos100	0.9760494	0.35830763
chr6	48000000	49000000	gpos100	0.79329807	0.026955988
chr6	49000000	50000000	gpos100	0.7006774	0.28637585
chr6	50000000	51000000	gpos100	0.99606496	0.0371213
chr6	52000000	53000000	gneg	0.9900927	0.9230875
chr6	53000000	54000000	gpos100	0.98999155	0.70920026
chr6	54000000	55000000	gpos100	0.5708919	0.009684347
chr6	55000000	56000000	gpos100	0.9328774	0.24861765
chr6	56000000	57000000	gpos100	0.95217454	0.7119103
chr6	60000000	61000000	acen	0.049939834	0.0043838224
chr6	61000000	62000000	acen	0.11279023	0.0013117484
chr6	63000000	64000000	gpos100	0.090473704	0.006334619
chr6	64000000	65000000	gpos100	0.7855865	0.055047788
chr6	65000000	66000000	gpos100	0.22026175	0.0060748984
chr6	66000000	67000000	gpos100	0.06405037	0.011822152
chr6	67000000	68000000	gpos100	0.058394693	0.024110673
chr6	68000000	69000000	gpos100	0.7212637	0.16004176
chr6	70000000	71000000	gneg	0.704413	0.04280328
chr6	71000000	72000000	gneg	0.68498784	0.17634185
chr6	72000000	73000000	gneg	0.8334063	0.12566791
chr6	73000000	74000000	gneg	0.9752347	0.31122306
chr6	74000000	75000000	gneg	0.2510563	0.03518343
chr6	76000000	77000000	gpos50	0.5892564	0.66562855
chr6	77000000	78000000	gpos50	0.82180154	0.246263
chr6	78000000	79000000	gpos50	0.81305146	0.048661537
chr6	79000000	80000000	gpos50	0.8653536	0.20713155
chr6	80000000	81000000	gpos50	0.62740356	0.025917048
chr6	81000000	82000000	gpos50	0.98148847	0.25652716
chr6	82000000	83000000	gpos50	0.8686519	0.45103505
chr6	85000000	86000000	gpos50	0.8274494	0.074480616
chr6	86000000	87000000	gpos50	0.08320511	0.0012953713
chr6	88000000	89000000	gneg	0.52624446	0.086683
chr6	89000000	90000000	gneg	0.9063875	0.75770086
chr6	90000000	91000000	gneg	0.98057806	0.55923134
chr6	91000000	92000000	gneg	0.12492005	0.012926269
chr6	93000000	94000000	gpos100	0.1653685	0.003141444
chr6	94000000	95000000	gpos100	0.029867176	0.0039954535
chr6	95000000	96000000	gpos100	0.3669624	0.029616065
chr6	96000000	97000000	gpos100	0.95182157	0.26541036
chr6	97000000	98000000	gpos100	0.8341786	0.15596963
chr6	99000000	100000000	gneg	0.7290232	0.09362316
chr6	100000000	101000000	gpos100	0.8667861	0.82402563
chr6	101000000	102000000	gpos100	0.81255513	0.22948529
chr6	102000000	103000000	gpos100	0.4085531	0.022114454
chr6	103000000	104000000	gpos100	0.022310147	0.0013907135
chr6	104000000	105000000	gpos100	0.94746685	0.15485813
chr6	105000000	106000000	gneg	0.979041	0.40527448
chr6	106000000	107000000	gneg	0.9638671	0.8593139
chr6	107000000	108000000	gneg	0.9845309	0.96222574
chr6	108000000	109000000	gneg	0.96578217	0.28897592
chr6	109000000	110000000	gneg	0.9861994	0.7095456
chr6	110000000	111000000	gneg	0.6268348	0.07212952
chr6	111000000	112000000	gneg	0.9580512	0.038958482
chr6	112000000	113000000	gneg	0.9862432	0.39409667
chr6	113000000	114000000	gneg	0.92961526	0.71386915
chr6	115000000	116000000	gpos75	0.07895208	0.004152894
chr6	116000000	117000000	gpos75	0.9805963	0.418321
chr6	119000000	120000000	gpos100	0.98395675	0.32436445
chr6	120000000	121000000	gpos100	0.113938175	0.0023376758
chr6	121000000	122000000	gpos100	0.7596077	0.03886145
chr6	122000000	123000000	gpos100	0.29385984	0.04927667
chr6	123000000	124000000	gpos100	0.72336346	0.16479576
chr6	124000000	125000000	gpos100	0.19663312	0.013337956
chr6	127000000	128000000	gpos75	0.46339726	0.006535443
chr6	128000000	129000000	gpos75	0.94862634	0.67828614
chr6	129000000	130000000	gpos75	0.9719415	0.5755646
chr6	131000000	132000000	gpos50	0.99194497	0.8471815
chr6	132000000	133000000	gpos50	0.7205327	0.10515946
chr6	133000000	134000000	gpos50	0.9988336	0.28405052
chr6	135000000	136000000	gneg	0.97063136	0.12647544
chr6	136000000	137000000	gneg	0.97768456	0.12007363
chr6	137000000	138000000	gneg	0.998302	0.52762365
chr6	139000000	140000000	gpos75	0.96361655	0.6333608
chr6	140000000	141000000	gpos75	0.32271785	0.0149775855
chr6	141000000	142000000	gpos75	0.35992	0.024648456
chr6	143000000	144000000	gneg	0.9056138	0.84020835
chr6	144000000	145000000	gneg	0.90786594	0.18733199
chr6	146000000	147000000	gpos75	0.6477715	0.03891365
chr6	147000000	148000000	gpos75	0.95454335	0.11744807
chr6	149000000	150000000	gneg	0.7651153	0.21977898
chr6	150000000	151000000	gneg	0.9899011	0.30694306
chr6	151000000	152000000	gneg	0.9949137	0.5913468
chr6	153000000	154000000	gpos50	0.026532648	0.0020458952
chr6	154000000	155000000	gpos50	0.8246707	0.05235691
chr6	156000000	157000000	gneg	0.99727976	0.050902024
chr6	157000000	158000000	gneg	0.9950487	0.6464534
chr6	158000000	159000000	gneg	0.9988218	0.9652907
chr6	159000000	160000000	gneg	0.9790571	0.34612435
chr6	161000000	162000000	gpos50	0.9242141	0.6060033
chr6	162000000	163000000	gpos50	0.6679532	0.26105937
chr6	163000000	164000000	gpos50	0.8840333	0.0422054
chr6	165000000	166000000	gneg	0.7852516	0.32168698
chr6	166000000	167000000	gneg	0.9981913	0.99027705
chr6	167000000	168000000	gneg	0.8918502	0.025333073
chr6	168000000	169000000	gneg	0.98186594	0.6644959
chr6	169000000	170000000	gneg	0.9142531	0.97573787
chr7	0	1000000	gneg	0.9863128	0.991941
chr7	1000000	2000000	gneg	0.97330314	0.99235535
chr7	3000000	4000000	gpos25	0.9177174	0.2756094
chr7	5000000	6000000	gneg	0.99574584	0.9877884
chr7	6000000	7000000	gneg	0.97672266	0.8121268
chr7	8000000	9000000	gpos100	0.89094347	0.016105805
chr7	9000000	10000000	gpos100	0.056206416	0.0028018728
chr7	10000000	11000000	gpos100	0.7749363	0.020186055
chr7	11000000	12000000	gpos100	0.66501045	0.10191741
chr7	12000000	13000000	gpos100	0.79500425	0.022012327
chr7	14000000	15000000	gneg	0.5209171	0.01018713
chr7	15000000	16000000	gneg	0.94208974	0.71794194
chr7	17000000	18000000	gpos100	0.9375144	0.74899447
chr7	18000000	19000000	gpos100	0.9786916	0.8674856
chr7	19000000	20000000	gpos100	0.99853516	0.07825044
chr7	21000000	22000000	gneg	0.98587984	0.3181667
chr7	22000000	23000000	gneg	0.8864451	0.2715321
chr7	23000000	24000000	gneg	0.97577137	0.30778491
chr7	24000000	25000000	gneg	0.952778	0.29478183
chr7	26000000	27000000	gpos50	0.9568146	0.06409369
chr7	29000000	30000000	gpos75	0.9763417	0.8973592
chr7	30000000	31000000	gpos75	0.996555	0.987433
chr7	31000000	32000000	gpos75	0.95160776	0.025056202
chr7	32000000	33000000	gpos75	0.59964615	0.02806441
chr7	33000000	34000000	gpos75	0.9727137	0.9203856
chr7	35000000	36000000	gneg	0.9926273	0.5435009
chr7	36000000	37000000	gneg	0.90943927	0.80131406
chr7	38000000	39000000	gpos75	0.89297223	0.5223002
chr7	39000000	40000000	gpos75	0.96657	0.19210638
chr7	40000000	41000000	gpos75	0.95251095	0.5143687
chr7	41000000	42000000	gpos75	0.93822324	0.5751463
chr7	42000000	43000000	gpos75	0.98441297	0.35957924
chr7	44000000	45000000	gneg	0.99853826	0.9856903
chr7	46000000	47000000	gpos75	0.7077721	0.38458875
chr7	47000000	48000000	gpos75	0.9829654	0.52651614
